d	ENGLISH_M	ENGLISH_F
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_EQUIP_WARNING_OVERENCUMBERED_TITLE_1	OVERENCUMBERED	
LOC_ID_EQUIP_WARNING_OVERENCUMBERED_DESCRIPTION_1	You're too heavy to move!	
LOC_ID_EQUIP_WARNING_OVERENCUMBERED_DESCRIPTION_2	You must unequip an item or wear something with a lower weight.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_EQUIP_SET_ExtraJump_1	BONUS JUMPS	
LOC_ID_EQUIP_SET_ExtraDash_1	BONUS DASHES	
LOC_ID_EQUIP_SET_ExtraDashJump_1	BONUS JUMPS AND DASHES	
LOC_ID_EQUIP_SET_WeightReduction_1	MAX WEIGHT	
LOC_ID_EQUIP_SET_StrengthAdd_1	STRENGTH	
LOC_ID_EQUIP_SET_MagicAdd_1	INTELLIGENCE	
LOC_ID_EQUIP_SET_VitalityAdd_1	VITALITY	
LOC_ID_EQUIP_SET_CritDamage_1	WPN. CRIT. DAMAGE	
LOC_ID_EQUIP_SET_CritChance_1	BONUS DEXTERITY	
LOC_ID_EQUIP_SET_FlatWeaponCritChance_1	BONUS WPN. CRIT. CHANCE	
LOC_ID_EQUIP_SET_MagicCritDamage_1	MAG. CRIT DAMAGE	
LOC_ID_EQUIP_SET_MagicCritChance_1	BONUS FOCUS	
LOC_ID_EQUIP_SET_FlatMagicCritChance_1	BONUS MAG. CRIT CHANCE	
LOC_ID_EQUIP_SET_Armor_1	ARMOR	
LOC_ID_EQUIP_SET_LifeSteal_1	LIFESTEAL RUNES	
LOC_ID_EQUIP_SET_SoulSteal_1	SOULSTEAL RUNES	
LOC_ID_EQUIP_SET_ArmorMod_1	ARMOR MULTIPLIER	
LOC_ID_EQUIP_SET_ManaRegenMod_1	SIPHON	
LOC_ID_EQUIP_SET_MaxMana_1	MAX MANA	
LOC_ID_EQUIP_SET_ManaChargeInjury_1	MANA GAIN ON INJURY	
LOC_ID_EQUIP_SET_GoldGain_1	GOLD GAIN	
LOC_ID_EQUIP_SET_ReturnDamage_1	RETURN DAMAGE (VITx)	
LOC_ID_EQUIP_SET_FinalBossDmgMod_1	FINAL BOSS DAMAGE	
LOC_ID_EQUIP_SET_Revives_1	REVIVES	
LOC_ID_EQUIP_SET_OreAetherGain_1	ORE/AETHER GAIN	
LOC_ID_EQUIP_SET_Resolve_1	BONUS RESOLVE	
LOC_ID_EQUIP_SET_MinimumResolve_1	MINIMUM RESOLVE	
LOC_ID_EQUIP_SET_StrengthMod_1	STRENGTH MULTIPLIER	
LOC_ID_EQUIP_SET_MagicMod_1	MAGIC MULTIPLIER	
LOC_ID_EQUIP_SET_VitalityMod_1	VITALITY MULTIPLIER	
LOC_ID_EQUIP_SET_DexterityAdd_1	BONUS DEXTERITY	
LOC_ID_EQUIP_SET_DexterityMod_1	DEXTERITY MULTIPLIER	
LOC_ID_EQUIP_SET_FocusAdd_1	BONUS FOCUS	
LOC_ID_EQUIP_SET_FocusMod_1	FOCUS MULTIPLIER	
LOC_ID_EQUIP_SET_ChestResolve_1	CHESTS GRANT RESOLVE	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_ENCHANTRESS_TITLE_MAIN_1	DON'T DISPLAY THIS ANYMORE ERROR	
LOC_ID_ENCHANTRESS_TITLE_SIGN_1	ENCHANTRESS'S</LB><size=70%>HUT</size>	
LOC_ID_ENCHANTRESS_PURCHASE_WEIGHT_EXCEEDED_TITLE_1	Not Enough Rune Weight	
LOC_ID_ENCHANTRESS_PURCHASE_WEIGHT_EXCEEDED_DESCRIPTION_1	The purchase was successful, but you do not have the Rune Weight available.  Increase your Rune Weight, or remove another rune to put this one on.	
LOC_ID_ENCHANTRESS_RUNE_NOT_FOUND_1	RUNE NOT FOUND	
LOC_ID_ENCHANTRESS_RUNE_PURCHASE_WARNING_1	This Rune must be found before it can be purchased.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_RUNE_STAT_TITLE_WEIGHT_1	RUNE WEIGHT	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_RUNE_TITLE_DoubleJump_1	Vault Rune	
LOC_ID_RUNE_DESCRIPTION_DoubleJump_1	Improve your Heirloom and master the art of dancing on air particles.</LB> <b>Gain additional Double Jumps.</b>	
LOC_ID_RUNE_CONTROLS_DoubleJump_1	Double Jumps	
LOC_ID_RUNE_TITLE_Dash_1	Dash Rune	
LOC_ID_RUNE_DESCRIPTION_Dash_1	Improve your Heirloom and shape the air around you to create wind vortices.</LB> <b>Gain additional Air Dashes.</b>	
LOC_ID_RUNE_CONTROLS_Dash_1	Air Dashes	
LOC_ID_RUNE_TITLE_Flight_1	Sky Rune	
LOC_ID_RUNE_DESCRIPTION_Flight_1	Make like a tree and fly.</LB> <b>Press [MoveVertical] and [Jump] to Fly.</b>  <color=red><b>NOT IMPLEMENTED</b></color>	
LOC_ID_RUNE_CONTROLS_Flight_1	Flight Duration	
LOC_ID_RUNE_TITLE_LifeSteal_1	Lifesteal Rune	
LOC_ID_RUNE_DESCRIPTION_LifeSteal_1	Become AB+ and take everyone's blood.</LB> <b>Restore Health for every enemy defeated (Scales with <color=purple>Strength</color>).</b>	
LOC_ID_RUNE_CONTROLS_LifeSteal_1	HP Gain	
LOC_ID_RUNE_TITLE_ManaRegen_1	Siphon Rune	
LOC_ID_RUNE_DESCRIPTION_ManaRegen_1	Absorb magical essence through your fighting spirit.</LB> <b>Restore more Mana per hit.</b>	
LOC_ID_RUNE_CONTROLS_ManaRegen_1	Mana Regen	
LOC_ID_RUNE_TITLE_MaxMana_1	Capacity Rune	
LOC_ID_RUNE_DESCRIPTION_MaxMana_1	You've got a need.  A need to read.</LB> <b>Increases Max Mana Capacity.</b>	
LOC_ID_RUNE_CONTROLS_MaxMana_1	Mana Capacity	
LOC_ID_RUNE_TITLE_Cooldown_1	Ki Runes	
LOC_ID_RUNE_DESCRIPTION_Cooldown_1	Fear not the man who has practiced his kick ten thousand times. Fear the man who can kick every 0.25 seconds.</LB> <b>Reduce cooldown duration.</b></LB> <color=red><b>NOT IMPLEMENTED</b></color>	
LOC_ID_RUNE_CONTROLS_Cooldown_1	CD Reduction	
LOC_ID_RUNE_TITLE_Haste_1	Haste Rune	
LOC_ID_RUNE_DESCRIPTION_Haste_1	You've got a need.  A need for speed.</LB> <b>Increases movement speed.</b>	
LOC_ID_RUNE_CONTROLS_Haste_1	Move Speed	
LOC_ID_RUNE_TITLE_ReturnDamage_1	Retaliation Rune	
LOC_ID_RUNE_DESCRIPTION_ReturnDamage_1	For every action there is an equal and opposite reaction.</LB> <b>Deal damage to enemies that hit you (Scales with <color=purple>Vitality</color>).</b> 	
LOC_ID_RUNE_CONTROLS_ReturnDamage_1	Return Damage	
LOC_ID_RUNE_TITLE_Magnet_1	Magnesis Rune	
LOC_ID_RUNE_DESCRIPTION_Magnet_1	You've got a need.  A need for greed.</LB> <b>Increases the magnetic distance that makes coins fly toward you.</b>	
LOC_ID_RUNE_CONTROLS_Magnet_1	Coin Magnet Range	
LOC_ID_RUNE_TITLE_Easier_1	Grace Rune	
LOC_ID_RUNE_DESCRIPTION_Easier_1	The power of privilege.</LB> <b>Equip this rune to make enemies weaker.</b></LB> <color=red><b>NOT IMPLEMENTED</b></color>	
LOC_ID_RUNE_CONTROLS_Easier_1	Enemy Power Down	
LOC_ID_RUNE_TITLE_Harder_1	Curse Rune	
LOC_ID_RUNE_DESCRIPTION_Harder_1	A most powerful adversary.</LB> <b>Equip this rune to make enemies stronger.</b></LB> <color=red><b>NOT IMPLEMENTED</b></color>	
LOC_ID_RUNE_CONTROLS_Harder_1	Enemy Power Up	
LOC_ID_RUNE_TITLE_GoldGain_1	Bounty Rune	
LOC_ID_RUNE_DESCRIPTION_GoldGain_1	Generational delayed gratification.</LB> <b>Gain more gold.</b>	
LOC_ID_RUNE_CONTROLS_GoldGain_1	Gold Gain Bonus	
LOC_ID_RUNE_TITLE_ArmorRegen_1	Reinforced Rune	
LOC_ID_RUNE_DESCRIPTION_ArmorRegen_1	Reinforced metal.</LB> <b>Increases total Armor by <color=purple>8%</color>.</b>	
LOC_ID_RUNE_CONTROLS_ArmorRegen_1	Armor Bonus	
LOC_ID_RUNE_TITLE_ArmorMinBlock_1	Folded Rune	
LOC_ID_RUNE_DESCRIPTION_ArmorMinBlock_1	Quality not quantity.</LB> <b>Increases Armor's Max Block Cap.</b>	
LOC_ID_RUNE_CONTROLS_ArmorMinBlock_1	Maximum Block Cap	
LOC_ID_RUNE_TITLE_ResolveGain_1	Resolve Rune	
LOC_ID_RUNE_DESCRIPTION_ResolveGain_1	Self-confidence manifest.</LB> <b>Gain bonus Resolve.</b>	
LOC_ID_RUNE_CONTROLS_ResolveGain_1	Resolve Bonus	
LOC_ID_RUNE_TITLE_SoulSteal_1	Soulsteal Rune	
LOC_ID_RUNE_DESCRIPTION_SoulSteal_1	Liberate life-force.</LB> <b>Restore Health for every enemy defeated (Scales with <color=purple>Intelligence</color>).</b>	
LOC_ID_RUNE_CONTROLS_SoulSteal_1	HP Gain	
LOC_ID_RUNE_TITLE_ManaOnSpinKick_1	Trick Rune	
LOC_ID_RUNE_DESCRIPTION_ManaOnSpinKick_1	Parkour with purpose.</LB> <b>Gain Mana when you Spin Kick an enemy.</b>	
LOC_ID_RUNE_CONTROLS_ManaOnSpinKick_1	Mana Gain	
LOC_ID_RUNE_TITLE_StatusEffectDuration_1	Amplification Rune	
LOC_ID_RUNE_DESCRIPTION_StatusEffectDuration_1	Bend spacetime to make things burn a little longer.</LB> <b>Increases the duration of status effects.</b>	
LOC_ID_RUNE_CONTROLS_StatusEffectDuration_1	Status Effect Duration	
LOC_ID_RUNE_TITLE_OreGain_1	Stone Rune	
LOC_ID_RUNE_DESCRIPTION_OreGain_1	Core more ore.</LB> <b>Gain more Ore.</b>	
LOC_ID_RUNE_CONTROLS_OreGain_1	Ore Gain	
LOC_ID_RUNE_TITLE_RuneOreGain_1	Red Rune	
LOC_ID_RUNE_DESCRIPTION_RuneOreGain_1	Lifespan manifest.</LB> <b>Gain more Red Aether.</b>	
LOC_ID_RUNE_CONTROLS_RuneOreGain_1	Red Aether Gain	
LOC_ID_RUNE_TITLE_WeaponCritChanceAdd_1	Sharpened Rune	
LOC_ID_RUNE_DESCRIPTION_WeaponCritChanceAdd_1	All that matters is the edge.</LB> <b>Increases your <color=purple>Weapon Crit. Chance</color>.</b>	
LOC_ID_RUNE_CONTROLS_WeaponCritChanceAdd_1	Weapon Critical Strike Chance	
LOC_ID_RUNE_TITLE_MagicCritChanceAdd_1	Focal Rune	
LOC_ID_RUNE_DESCRIPTION_MagicCritChanceAdd_1	Distraction refraction.</LB> <b>Increases your <color=purple>Magic Crit. Chance</color>.</b>	
LOC_ID_RUNE_CONTROLS_MagicCritChanceAdd_1	Magic Critical Strike Chance	
LOC_ID_RUNE_TITLE_WeaponCritDamageAdd_1	Might Rune	
LOC_ID_RUNE_DESCRIPTION_WeaponCritDamageAdd_1	Crush your enemies.</LB> <b>Increases your <color=purple>Weapon Crit. Damage</color>.</b>	
LOC_ID_RUNE_CONTROLS_WeaponCritDamageAdd_1	Weapon Critical Strike Damage	
LOC_ID_RUNE_TITLE_MagicCritDamageAdd_1	Eldar Rune	
LOC_ID_RUNE_DESCRIPTION_MagicCritDamageAdd_1	Power of the old gods.</LB> <b>Increases your <color=purple>Magic Crit. Damage</color>.</b>	
LOC_ID_RUNE_CONTROLS_MagicCritDamageAdd_1	Magic Critical Strike Damage	
LOC_ID_RUNE_TITLE_SuperCritChanceAdd_1	Lucky Roller Rune	
LOC_ID_RUNE_DESCRIPTION_SuperCritChanceAdd_1	Weigh your dice.</LB> <b><color=purple>Skill Crits</color> have a bonus chance of becoming <color=purple>Super Crits</color>.</b>	
LOC_ID_RUNE_CONTROLS_SuperCritChanceAdd_1	Bonus Super Crit. Chance	
LOC_ID_RUNE_TITLE_SuperCritDamageAdd_1	High Stakes Rune	
LOC_ID_RUNE_DESCRIPTION_SuperCritDamageAdd_1	I see a suture in your future.</LB> <b>Increases the final damage multiplier from <color=purple>Super Crits</color>.</b>	
LOC_ID_RUNE_CONTROLS_SuperCritDamageAdd_1	Super Crit. Damage Bonus	
LOC_ID_RUNE_TITLE_WeaponCritDot_1	Shearing Rune	
LOC_ID_RUNE_DESCRIPTION_WeaponCritDot_1	Kicking foes when they're down is a viable strategy.</LB> <b><color=purple>Weapon Crits</color> apply <color=purple>Magic Break</color>.</b>	
LOC_ID_RUNE_CONTROLS_WeaponCritDot_1	Magic Break Duration	
LOC_ID_RUNE_TITLE_MagicCritDot_1	Brittle Rune	
LOC_ID_RUNE_DESCRIPTION_MagicCritDot_1	The burn runs deep.</LB> <b><color=purple>Spell Crits</color> apply <color=purple>Armor Break</color>.</b>	
LOC_ID_RUNE_CONTROLS_MagicCritDot_1	Armor Break Duration	
LOC_ID_RUNE_TITLE_ArmorHealth_1	Quenching Rune	
LOC_ID_RUNE_DESCRIPTION_ArmorHealth_1	Remove the faults and reveal the glory.</LB> <b><color=purple>Mana Potions</color> restore a percentage of your Max Health and Armor </LB>(Scales with <color=purple>Vitality</color>).</b>	
LOC_ID_RUNE_CONTROLS_ArmorHealth_1	Health and Armor Restore	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_ABILITY_TITLE_SwordWeapon_1	Great Sword	
LOC_ID_ABILITY_DESCRIPTION_SwordWeapon_1	<color=blue><b>Can attack while moving.</b></color></LB> <color=blue><b><color=purple>Dash Attacks</color> are always <color=purple>Skill Crits</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_SwordWeapon_1		
LOC_ID_ABILITY_TITLE_SpearSwipeWeapon_1	Fauchard	
LOC_ID_ABILITY_DESCRIPTION_SpearSwipeWeapon_1	<color=blue><b>Can attack while moving. Can aim your attack.</b></color></LB> <color=blue><b><color=purple>Dash Attacks</color> are always <color=purple>Skill Crits</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_SpearSwipeWeapon_1		
LOC_ID_ABILITY_TITLE_LanceWeapon_1	Charge Lance	
LOC_ID_ABILITY_DESCRIPTION_LanceWeapon_1	<color=blue><b>Press to Attack. Charge for <color=purple>Flying Joust</color> (Can move up and down while flying).</b></color></LB> <color=blue><b><color=purple>Flying Joust</color> adds bonus <color=purple>INT.</color> scaling, and always <color=purple>Skill Crits</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_LanceWeapon_1		
LOC_ID_ABILITY_TITLE_AxeGroundedWeapon_1	Labrys	
LOC_ID_ABILITY_DESCRIPTION_AxeGroundedWeapon_1	<color=blue><b>Only ground attacks regenerate Mana.</b></color></LB> <color=blue><b>Ground attacks always <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_AxeGroundedWeapon_1		
LOC_ID_ABILITY_TITLE_AxeJustLandedWeapon_1	Labrys	
LOC_ID_ABILITY_DESCRIPTION_AxeJustLandedWeapon_1	<color=blue><b>Only ground attacks regenerate Mana.</b></color></LB> <color=blue><b>Ground attacks always <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_AxeJustLandedWeapon_1		
LOC_ID_ABILITY_TITLE_AxeAirborneWeapon_1	Labrys	
LOC_ID_ABILITY_DESCRIPTION_AxeAirborneWeapon_1	<color=blue><b>Only ground attacks regenerate Mana.</b></color></LB> <color=blue><b>Ground attacks always <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_AxeAirborneWeapon_1		
LOC_ID_ABILITY_TITLE_SaberWeapon_1	Saber	
LOC_ID_ABILITY_DESCRIPTION_SaberWeapon_1	<color=blue><b>Air attacks can combo into ground attacks.</b></color></LB> <color=blue><b><color=purple>Dash Attacks</color> always <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_SaberWeapon_1		
LOC_ID_ABILITY_TITLE_HeavyBowWeapon_1	Bola	
LOC_ID_ABILITY_DESCRIPTION_HeavyBowWeapon_1	NOT IMPLEMENTED	
LOC_ID_ABILITY_CONTROLS_HeavyBowWeapon_1		
LOC_ID_ABILITY_TITLE_BowWeapon_1	War Bow	
LOC_ID_ABILITY_DESCRIPTION_BowWeapon_1	<color=blue><b>Hold to aim. <color=purple>Perfect Releases</color> always <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_BowWeapon_1		
LOC_ID_ABILITY_TITLE_REMOVED_1	MOVED DOWN TO FABLED WEAPONS	
LOC_ID_ABILITY_DESCRIPTION_REMOVED_1	MOVED DOWN TO FABLED WEAPONS	
LOC_ID_ABILITY_CONTROLS_REMOVED_1		
LOC_ID_ABILITY_TITLE_LightBow_1	Kunai	
LOC_ID_ABILITY_DESCRIPTION_LightBow_1	This is temporary	
LOC_ID_ABILITY_CONTROLS_LightBow_1		
LOC_ID_ABILITY_TITLE_LadleWeapon_1	Frying Pan	
LOC_ID_ABILITY_DESCRIPTION_LadleWeapon_1	<color=blue><b>Strike <color=purple>Mid-sized Projectiles</color> to <color=purple>Reflect</color> them.</LB> <color=purple>Reflecting</color> grants you <color=purple>Charged</color> (Next attack is a <color=purple>Skill Crit</color>).</b></color></LB>	
LOC_ID_ABILITY_CONTROLS_LadleWeapon_1		
LOC_ID_ABILITY_TITLE_BLANK_1		
\\		
\\		
LOC_ID_ABILITY_TITLE_TonfaWeapon_1	Tonfa	
LOC_ID_ABILITY_DESCRIPTION_TonfaWeapon_1	Up close and personal.</LB> <color=blue><b>Infinite combos.</b></color>	
LOC_ID_ABILITY_CONTROLS_TonfaWeapon_1		
LOC_ID_ABILITY_TITLE_DualBladesWeapon_1	Dual Blades	
LOC_ID_ABILITY_DESCRIPTION_DualBladesWeapon_1	<color=blue><b>Last attack reduces cooldowns (2x) and is a <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_DualBladesWeapon_1		
LOC_ID_ABILITY_TITLE_DownStrikeWeapon_1	Dive Strike	
LOC_ID_ABILITY_DESCRIPTION_DownStrikeWeapon_1	Aerial combat.</LB> <color=blue><b>Bounce when striking objects.</b></color>	
LOC_ID_ABILITY_CONTROLS_DownStrikeWeapon_1		
LOC_ID_ABILITY_TITLE_SpinKickWeapon_1	Spin Kick	
LOC_ID_ABILITY_DESCRIPTION_SpinKickWeapon_1	Aerial combat.</LB> <color=blue><b>Bounce when striking objects.</b></color>	
LOC_ID_ABILITY_CONTROLS_SpinKickWeapon_1		
LOC_ID_ABILITY_TITLE_FireballSpell_1	Fireball	
LOC_ID_ABILITY_DESCRIPTION_FireballSpell_1	Send a fiery blast towards foes.</LB> <color=blue><b>Explodes on impact and applies <color=purple>Burn</color>.  Last ticks of <color=purple>Burn</color> are <color=purple>Skill Crits</color></b></color>.	
LOC_ID_ABILITY_CONTROLS_FireballSpell_1		
LOC_ID_ABILITY_TITLE_AxeSpell_1	Magma Mass	
LOC_ID_ABILITY_DESCRIPTION_AxeSpell_1	Summons 3 massive balls of magma to crash down on your foes.</LB> <color=blue><b>Passes through terrain.  Will <color=purple>Skill Crit</color> while falling.</b></color>	
LOC_ID_ABILITY_CONTROLS_AxeSpell_1		
LOC_ID_ABILITY_TITLE_BoomerangSpell_1	Maelstrom	
LOC_ID_ABILITY_DESCRIPTION_BoomerangSpell_1	Summon a cutting blade of wind in front of you.	
LOC_ID_ABILITY_CONTROLS_BoomerangSpell_1		
LOC_ID_ABILITY_TITLE_DamageWallSpell_1	Wind Wall	
LOC_ID_ABILITY_DESCRIPTION_DamageWallSpellBackup_1	Create a wall of safety.</LB> <color=blue><b>Hold to aim.  Blocks <color=purple>Large Projectiles</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_DamageWallSpell_1		
LOC_ID_ABILITY_TITLE_FlameBarrierSpell_1	Flame Barrier	
LOC_ID_ABILITY_DESCRIPTION_FlameBarrierSpell_1	Create a safe space out of FIRE!</LB> <color=blue><b>Toggle-able. <color=purple>Skill Crits</color> after <color=yellow>1.5</color> seconds.</b></color>	
LOC_ID_ABILITY_CONTROLS_FlameBarrierSpell_1		
LOC_ID_ABILITY_TITLE_FlameThrowerSpell_1	Blaze Bellow	
LOC_ID_ABILITY_DESCRIPTION_FlameThrowerSpell_1	Burn brutes by blasting bad breath.</LB> <color=blue><b>Toggle-able. <color=purple>Skill Crits</color> after <color=yellow>1.5</color> seconds.</b></color>	
LOC_ID_ABILITY_CONTROLS_FlameThrowerSpell_1		
LOC_ID_ABILITY_TITLE_RicochetSpikeSpell_1	RICOCHETSPIKE_MISSING	
LOC_ID_ABILITY_DESCRIPTION_RicochetSpikeSpell_1	RICOCHETSPIKE_MISSING	
LOC_ID_ABILITY_CONTROLS_RicochetSpikeSpell_1		
LOC_ID_ABILITY_TITLE_EnergyBounceSpell_1	Shockwave	
LOC_ID_ABILITY_DESCRIPTION_EnergyBounceSpellBackup_1	Blast enemies away with an audible wave.</LB> <color=blue><b>Hold to aim.  Goes through walls.  Destroys <color=purple>Large Projectiles</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_EnergyBounceSpell_1		
LOC_ID_ABILITY_TITLE_ThunderSpell_1	Lightning Storm	
LOC_ID_ABILITY_DESCRIPTION_ThunderSpell_1	Your armor will keep you grounded.</LB> <color=blue><b>Damages enemies above you.  Applies <color=purple>Vulnerable</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_ThunderSpell_1		
LOC_ID_ABILITY_TITLE_CloakTalent_1	Obscura	
LOC_ID_ABILITY_DESCRIPTION_CloakTalent_1	<color=blue><b>Creates a cloak that avoids all damage.  Recharges on hitting enemies.</b></color></LB>    <color=blue><b>Attacking will apply <color=purple>Vulnerable</color> and end the effect</b></color>.	
LOC_ID_ABILITY_CONTROLS_CloakTalent_1		
LOC_ID_ABILITY_TITLE_CloakStrikeTalent_1	Condemn	
LOC_ID_ABILITY_DESCRIPTION_CloakStrikeTalent_1	Attack from up-high.	
LOC_ID_ABILITY_CONTROLS_CloakStrikeTalent_1		
LOC_ID_ABILITY_TITLE_BlockTalent_1	Shield Block	
LOC_ID_ABILITY_DESCRIPTION_BlockTalent_1	<color=blue><b>Hold to block <color=#0C8420>50%</color> of incoming damage and apply <color=purple>Vulnerable</color>.  Recharges over time.</b></color></LB> <color=blue><b>Last second blocks prevent <color=#0C8420>100%</color> of incoming damage.</b></color> 	
LOC_ID_ABILITY_CONTROLS_BlockTalent_1		
LOC_ID_ABILITY_TITLE_ShoutTalent_1	Winter's Shout	
LOC_ID_ABILITY_DESCRIPTION_ShoutTalent_1	<color=blue><b>Destroys <color=purple>Large Projectiles</color>, and <color=purple>Freezes</color> enemies.</b></color></LB> <color=blue><b>Recharges after getting hit.</b></color> 	
LOC_ID_ABILITY_CONTROLS_ShoutTalent_1		
LOC_ID_ABILITY_TITLE_RollTalent_1	Combat Roll	
LOC_ID_ABILITY_DESCRIPTION_RollTalent_1	<color=blue><b>Immune to all damage while <color=purple>Rolling</color>.</b></color></LB> <color=blue><b>Recharges over time.</b></color>	
LOC_ID_ABILITY_CONTROLS_RollTalent_1		
LOC_ID_ABILITY_TITLE_CreatePlatformTalent_1	Ivy Canopy	
LOC_ID_ABILITY_DESCRIPTION_CreatePlatformTalent_1	<color=blue><b>Creates an ivy platform that blocks <color=purple>Mid-sized Projectiles</color> and grants <color=purple>Spore Burst</color>.</b></color>  <color=blue><b>Recharges over time.</b></color>	
LOC_ID_ABILITY_CONTROLS_CreatePlatformTalent_1		
LOC_ID_ABILITY_TITLE_BombardTalent_1	BOMBARDTALENT_MISSING	
LOC_ID_ABILITY_DESCRIPTION_BombardTalent_1	BOMBARDTALENT_MISSING	
LOC_ID_ABILITY_CONTROLS_BombardTalent_1		
LOC_ID_ABILITY_TITLE_ScreenSliceSpell_1	Immortal Kotetsu	
LOC_ID_ABILITY_DESCRIPTION_ScreenSliceSpell_1	Cut through space and time.	
LOC_ID_ABILITY_CONTROLS_ScreenSliceSpell_1		
LOC_ID_ABILITY_TITLE_RepeatingShotTalent_1	10,000 Marks	
LOC_ID_ABILITY_DESCRIPTION_RepeatingShotTalent_1	They're already dead.</LB> <color=blue><b>Can be aimed</b></color>	
LOC_ID_ABILITY_CONTROLS_RepeatingShotTalent_1		
LOC_ID_ABILITY_TITLE_GravityWellSpell_1	Gravity Beam	
LOC_ID_ABILITY_DESCRIPTION_GravityWellSpell_1	For use against house spiders.</LB> <color=blue><b>A massive beam that destroys <color=purple>Large Projectiles</color>.  Last ticks are <color=purple>Skill Crits</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_GravityWellSpell_1		
LOC_ID_ABILITY_TITLE_KiStrikeTalent_1	Ki Strike	
LOC_ID_ABILITY_DESCRIPTION_KiStrikeTalent_1	Ki is for kill.</LB> <color=blue><b>More charges increases the power of this attack.</b></color>	
LOC_ID_ABILITY_CONTROLS_KiStrikeTalent_1		
LOC_ID_ABILITY_TITLE_MagicWandWeapon_1	Wand of Blasting	
LOC_ID_ABILITY_DESCRIPTION_MagicWandWeapon_1	<color=blue><b>Blasts apply <color=purple>Magic Break</color>.</b></color></LB> <color=blue><b>Spending <color=#0C8420>50</color> Mana grants <color=purple>Charged</color> (Next attack is a <color=purple>Skill Crit</color>).</b></color>	
LOC_ID_ABILITY_CONTROLS_MagicWandWeapon_1		
LOC_ID_ABILITY_TITLE_LightBowWeapon_1	Kunai's	
LOC_ID_ABILITY_DESCRIPTION_LightBowWeapon_1	Kun-ya not pick this character? He's temp.</LB> <color=purple><b>NOT WORKING</b></color>	
LOC_ID_ABILITY_CONTROLS_LightBowWeapon_1		
LOC_ID_ABILITY_TITLE_CookTalent_1	Stew	
LOC_ID_ABILITY_DESCRIPTION_CookTalent_1	<color=blue><b>Restores your <color=purple>Health</color> and <color=purple>Mana</color>.</b></color></LB>  <color=blue><b>Recharges by collecting Health Drops (Holds up to <color=#0C8420>3</color> charges).</b></color>	
LOC_ID_ABILITY_CONTROLS_CookTalent_1		
LOC_ID_ABILITY_TITLE_StraightBoltSpell_1	Searing Shot	
LOC_ID_ABILITY_DESCRIPTION_StraightBoltSpell_1	<color=blue><b>Hold to aim.  Passes through walls and applies <color=purple>Burn</color>.</b></color></LB> <color=blue><b>Last ticks of <color=purple>Burn</color> are <color=purple>Skill Crits</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_StraightBoltSpell_1		
LOC_ID_ABILITY_TITLE_PoolBallSpell_1	Magic 8 Ball	
LOC_ID_ABILITY_DESCRIPTION_PoolBallSpell_1	<color=blue><b>Hold to aim.  After one bounce, damage is <color=purple>Octupled</color>.</b></color></LB> <color=blue><b>After two bounces, it will <color=purple>Skill Crit</color>.</b></color>	
LOC_ID_ABILITY_CONTROLS_PoolBallSpell_1		
LOC_ID_ABILITY_TITLE_SuperFartTalent_1	Super Fart	
LOC_ID_ABILITY_DESCRIPTION_SuperFartTalent_1	<color=blue><b>Lifts you and applies <color=purple>Burn</color>.</b></color></LB> <color=blue><b>Recharges over time.</b></color>	
LOC_ID_ABILITY_CONTROLS_SuperFartTalent_1		
LOC_ID_ABILITY_TITLE_TimeBombSpell_1	White Star	
LOC_ID_ABILITY_DESCRIPTION_TimeBombSpell_1	Explosions know neither friend nor foe.</LB> <color=blue><b>Can damage <color=purple>Yourself</color>.  Will always <color=purple>Skill Crit</color>.</b></color>	
